metadata,chem_id,similarity,name,dsstox_sid,dsstox_cid,casrn,mol_weight,smiles,jaccard_chm_pfas,fp_list,fp_bitstring
,DTXCID101324937,0.6,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-Pentadecafluoro-9-iodopentacosane",DTXSID30895421,DTXCID101324937,2837-34-5,748.444,CCCCCCCCCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID501324791,0.6,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-Pentadecafluoro-9-iodopentadecane",DTXSID60895272,DTXCID501324791,918-32-1,608.174,CCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID001324796,0.6,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-Pentadecafluoro-9-iodotetradecane",DTXSID60895277,DTXCID001324796,38787-66-5,594.147,CCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID901324886,0.6,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-Pentadecafluoro-9-iodotricosane",DTXSID80895370,DTXCID901324886,57325-43-6,720.39,CCCCCCCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID101324799,0.6,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-Pentadecafluorononadecane",DTXSID90895280,DTXCID101324799,109856-51-1,538.385,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID701324761,0.6,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-Pentadecafluorotetradecane",DTXSID50895241,DTXCID701324761,38787-57-4,468.25,CCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID001324839,0.6,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-Pentadecafluorotricosane",DTXSID50895322,DTXCID001324839,57325-44-7,594.493,CCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID201324754,0.6,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-Pentadecafluorotridecane",DTXSID80895234,DTXCID201324754,169331-74-2,454.223,CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID501021814,0.6,1-(Perfluoroheptyl)-2-iodopropane,DTXSID70880235,DTXCID501021814,25291-12-7,538.039,CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID101022634,0.6,1-(Perfluoroheptyl)nonadecane,DTXSID10881382,DTXCID101022634,1980065-05-1,636.574,CCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID401022645,0.6,1-(Perfluoroheptyl)octadecane,DTXSID20881393,DTXCID401022645,1980076-71-8,622.547,CCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID801507433,0.6,"1-Bromo-2-[(1R)-2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluoro-1-(methoxymethoxy)octyl]benzene",DTXSID601023049,DTXCID801507433,835624-47-0,599.134,[H]C(OCOC)(C1=C(Br)C=CC=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID601022641,0.6,1-Docosanylperfluoroheptane,DTXSID30881389,DTXCID601022641,1980063-14-6,678.655,CCCCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID001022643,0.6,1-Henicosanylperfluoroheptane,DTXSID00881391,DTXCID001022643,1980063-68-0,664.628,CCCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID301519061,0.6,1-Hydroxy-7:2 fluorotelomer sulfonic acid,DTXSID701034534,DTXCID301519061,2089110-02-9,494.17,OC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(O)(=O)=O,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID401022633,0.6,1-Icosylperfluoroheptane,DTXSID50881381,DTXCID401022633,1980063-56-6,650.601,CCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID301517572,0.6,1-Methyl-(perfluoroheptane),DTXSID601032559,DTXCID301517572,1238137-65-9,384.088,CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID601777494,0.6,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluoro-1-methyloctyl beta-D-glucopyranosiduronic acid",DTXSID501348719,DTXCID601777494,1186032-91-6,590.238,CC(O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID201325164,0.6,"2-(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctyl)oxirane",DTXSID00895650,DTXCID201325164,20084-49-5,426.125,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID00333643,0.6,"2-Iodo-1h,1h,2h,3h,3h-perfluorodecan-1-ol",DTXSID20382618,DTXCID00333643,16083-64-0,554.038,OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID801777490,0.6,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluoro-2-nonanyl hexopyranosiduronic acid",DTXSID401348716,DTXCID801777490,NOCAS_1348716,590.238,[H]OC1C(O)C(OC(OC(C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1O[H])C(O)=O,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID001781520,0.6,3-(Perfluoroheptyl)-3-fluoropropanoic acid,DTXSID601352660,DTXCID001781520,NOCAS_1352660,460.114,OC(=O)CC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID00546130,0.6,4-(Pentadecafluoroheptyl)cyclohexane-1-carboxylic acid,DTXSID20595367,DTXCID00546130,88951-28-4,496.216,OC(=O)C1CCC(CC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID101517514,0.6,5-(Perfluoroheptyl)pentanamine hydrochloride (1:1),DTXSID001032501,DTXCID101517514,121912-24-1,491.67,Cl.NCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID001079713,0.6,7:1:2 Fluorotelomer betaine,DTXSID50892518,DTXCID001079713,171184-03-5,531.237,C[N+](C)(CCC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID301838150,0.6,8:1 H-Fluorotelomer thia propanamido dimethyl ethyl sulfonic acid,DTXSID001358553,DTXCID301838150,NOCAS_1358553,655.41,CC(C)(CS(O)(=O)=O)NC(=O)CCSCC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID50280613,0.6,"9,11-bis(diethoxyphosphoryl)-1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-pentadecafluoro-11-iodoundecane",DTXSID70329513,DTXCID50280613,23144-30-1,824.239,CCOP(=O)(OCC)C(I)CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)P(=O)(OCC)OCC,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID80249935,0.6,"9-diethoxyphosphoryl-1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-pentadecafluoro-9-iodononane",DTXSID50298798,DTXCID80249935,23068-06-6,660.098,CCOP(=O)(OCC)C(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID101513229,0.6,Ethenyl 4-(perfluoroheptyl)butanoate,DTXSID201027649,DTXCID101513229,NOCAS_1027649,482.189,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCC(=O)OC=C,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID901764274,0.6,"Hydrogen 2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9-hexadecafluoro-9-(pentafluoro-λ6-sulfanyl)nonanoate",DTXSID201033155,DTXCID901764274,2089109-38-4,572.13,[H+].[F-].[F-].[F-].[F-].[F-].[S+6].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C-](F)F,0.6,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus",1.00E+121
,DTXCID60459212,0.6,"Magnesium bromide 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctan-1-ide (1/1/1)",DTXSID50508405,DTXCID60459212,51300-88-0,523.27,[Mg++].[Br-].F[C-](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID60701485,0.6,Methyl 4-(pentadecafluoroheptyl)cyclohexane-1-carboxylate,DTXSID10750741,DTXCID60701485,88951-17-1,510.243,COC(=O)C1CCC(CC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID10330800,0.6,Perfluorononanedioic acid,DTXSID10379774,DTXCID10330800,23453-64-7,440.089,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,0.6,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus",1.00E+121
,DTXCID601533719,0.571428571,"1,1-Bis(diphenylphosphinyl)-2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctyl 2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanoate",DTXSID901102030,DTXCID601533719,69737-30-0,1196.496,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(P(=O)(C1=CC=CC=C1)C1=CC=CC=C1)P(=O)(C1=CC=CC=C1)C1=CC=CC=C1,0.571428571,"pfas_bond:C(=O)O_carboxylicEster_acyclic_C(=O)CF,pfas_bond:C(=O)O_carboxylicEster_acyclic_OCCF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.10E+120
,DTXCID90477262,0.571428571,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluoro-N-hydroxyoctanamide",DTXSID00526457,DTXCID90477262,15435-88-8,429.085,ONC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.571428571,"pfas_bond:C(=O)N_carboxamide_generic_C(=O)CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_bond:NC=O_aminocarbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+123
,DTXCID101519960,0.571428571,2-Hydrido-perfluorodecanoic acid,DTXSID601035646,DTXCID101519960,2646714-97-6,496.095,OC(=O)C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.571428571,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+121
,DTXCID701777447,0.571428571,3-(Perfluoroheptyl)-3-oxopropanoic acid,DTXSID001348671,DTXCID701777447,1186032-84-7,456.107,OC(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.571428571,"pfas_bond:C=O_carbonyl_generic_CF,pfas_bond:CC(=O)C_dione_(1_3-)_CF,pfas_bond:CC(=O)C_ketone_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.10E+114
,DTXCID901507400,0.571428571,4-[(6-Methoxy-3-pyridazinyl)sulfamoyl]anilinium heptadecafluorononanoate,DTXSID301023014,DTXCID901507400,298703-33-0,744.38,COC1=NN=C(NS(=O)(=O)C2=CC=C([NH3+])C=C2)C=C1.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.571428571,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+121
,DTXCID90358087,0.571428571,"9H,9H-Triacontafluoro-8,10-heptadecanedione",DTXSID80407235,DTXCID90358087,36554-97-9,808.153,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.571428571,"pfas_bond:C=O_carbonyl_generic_CF,pfas_bond:CC(=O)C_dione_(1_3-)_CF,pfas_bond:CC(=O)C_ketone_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.10E+114
,DTXCID401021778,0.571428571,Ammonium perfluorononanoate,DTXSID20880205,DTXCID401021778,4149-60-4,481.109,[NH4+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.571428571,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+121
,DTXCID001326411,0.571428571,Cyclohexanaminium perfluorononanoate,DTXSID80896983,DTXCID001326411,328531-06-2,563.255,[NH3+]C1CCCCC1.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.571428571,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+121
,DTXCID101325123,0.571428571,Heptadecafluorononanoic acid--N-ethylethanamine (1/1),DTXSID30895608,DTXCID101325123,77032-27-0,537.217,CCNCC.OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.571428571,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+121
,DTXCID201325126,0.571428571,Heptadecafluorononanoic acid--N-methylmethanamine (1/1),DTXSID60895611,DTXCID201325126,77032-24-7,509.163,CNC.OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.571428571,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+121
,DTXCID601325128,0.571428571,Heptadecafluorononanoic acid--aniline (1/1),DTXSID80895613,DTXCID601325128,95682-67-0,557.207,NC1=CC=CC=C1.OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.571428571,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+121
,DTXCID801507421,0.571428571,Lithium heptadecafluorononanoate,DTXSID901023036,DTXCID801507421,60871-92-3,470.01,[Li+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.571428571,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+121
,DTXCID601326407,0.571428571,Methanaminium perfluorononanoate,DTXSID30896978,DTXCID601326407,77032-23-6,495.136,C[NH3+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.571428571,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+121
,DTXCID301326408,0.571428571,"N,N-Diethylethanaminium heptadecafluorononanoate",DTXSID00896980,DTXCID301326408,327176-80-7,565.271,CC[NH+](CC)CC.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.571428571,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+121
,DTXCID101079661,0.571428571,Perfluorononanoate,DTXSID80892485,DTXCID101079661,72007-68-2,463.07,[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.571428571,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+121
,DTXCID6011863,0.571428571,Perfluorononanoic acid,DTXSID8031863,DTXCID6011863,375-95-1,464.078,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.571428571,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+121
,DTXCID70117614,0.571428571,Perfluorooctanamide,DTXSID60195123,DTXCID70117614,423-54-1,413.086,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.571428571,"pfas_bond:C(=O)N_carboxamide_generic_C(=O)CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_bond:NC=O_aminocarbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+123
,DTXCID101021850,0.571428571,Perfluorooctanoic anhydride,DTXSID80880387,DTXCID101021850,33496-48-9,810.125,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.571428571,"pfas_bond:C(=O)O_carboxylicEster_acyclic_C(=O)CF,pfas_bond:C(=O)O_carboxylicEster_acyclic_OCCF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.10E+120
,DTXCID301326410,0.571428571,Piperidinium perfluorononanoate,DTXSID20896982,DTXCID301326410,95682-66-9,549.228,C1CC[NH2+]CC1.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.571428571,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+121
,DTXCID601326126,0.571428571,Potassium perfluorononanoate,DTXSID70896634,DTXCID601326126,21049-38-7,502.168,[K+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.571428571,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+121
