metadata,chem_id,similarity,name,dsstox_sid,dsstox_cid,casrn,mol_weight,smiles,jaccard_chm_pfas,fp_list,fp_bitstring
,DTXCID901517920,0.666666667,Heptadecafluorooctyl phosphinic acid,DTXSID901032891,DTXCID901517920,40143-80-4,484.049,OP(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.666666667,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:P=O_phosphorus_oxo_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+118
,DTXCID901778641,0.666666667,"Methyl 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-1-octanesulfonate",DTXSID601349615,DTXCID901778641,71417-25-9,514.15,COS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.666666667,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)O_sulfonicEster_acyclic_S-C_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+118
,DTXCID30266253,0.666666667,Perfluoro-1-octanesulfonyl chloride,DTXSID90315130,DTXCID30266253,423-60-9,518.57,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(Cl)(=O)=O,0.666666667,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)X_sulfonylhalide_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+118
,DTXCID901777150,0.666666667,Perfluoro-octane-1-sulfonic acid 2-sulfamoyl-benzothiazol-6-yl ester,DTXSID901348385,DTXCID901777150,NOCAS_1348385,712.37,NS(=O)(=O)C1=NC2=CC=C(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C2S1,0.666666667,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)O_sulfonicEster_acyclic_S-C_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+118
,DTXCID801777052,0.666666667,"Perfluorodecane-1,10-disulfonic acid",DTXSID501348290,DTXCID801777052,NOCAS_1348290,662.21,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(O)(=O)=O,0.666666667,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus",1.00E+118
,DTXCID1039347,0.666666667,Perfluoroheptanesulfonic acid,DTXSID8059920,DTXCID1039347,375-92-8,450.12,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.666666667,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID901776845,0.666666667,Perfluorooctane-1-sulfonic acid 2-(2-sulfamoyl-benzothiazol-6-yloxy)-ethyl ester,DTXSID601348093,DTXCID901776845,NOCAS_1348093,756.42,NS(=O)(=O)C1=NC2=CC=C(OCCOS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C2S1,0.666666667,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)O_sulfonicEster_acyclic_S-C_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+118
,DTXCID601776846,0.666666667,Perfluorooctane-1-sulfonic acid 4-sulfamoyl-benzyl ester,DTXSID301348094,DTXCID601776846,NOCAS_1348094,669.32,NS(=O)(=O)C1=CC=C(COS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,0.666666667,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)O_sulfonicEster_acyclic_S-C_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+118
,DTXCID201021910,0.666666667,"Potassium 2,3,4,5-tetrachloro-6-(((3-(((heptadecafluorooctyl)sulphonyl)oxy)phenyl)amino)carbonyl)benzoate",DTXSID80880488,DTXCID201021910,57589-85-2,915.21,[K+].[H]N(C(=O)C1=C(C([O-])=O)C(Cl)=C(Cl)C(Cl)=C1Cl)C1=CC(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=CC=C1,0.666666667,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)O_sulfonicEster_acyclic_S-C_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+118
,DTXCID1020148,0.636363636,Perfluorodecanesulfonic acid,DTXSID3040148,DTXCID1020148,335-77-3,600.14,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.636363636,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C10_excl_mod,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+118
,DTXCID80207459,0.636363636,Perfluorododecanesulfonic acid,DTXSID20873011,DTXCID80207459,79780-39-5,700.16,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.636363636,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+118
,DTXCID501436342,0.636363636,Perfluoroeicosanesulfonic acid,DTXSID501009909,DTXCID501436342,NOCAS_1009909,1100.22,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.636363636,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+118
,DTXCID201436343,0.636363636,Perfluoroheptadecanesulfonic acid,DTXSID801009910,DTXCID201436343,865756-92-9,950.2,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.636363636,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+118
,DTXCID901436344,0.636363636,Perfluorohexadecanesulfonic acid,DTXSID501009911,DTXCID901436344,81735-29-7,900.19,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.636363636,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+118
,DTXCID601436345,0.636363636,Perfluorononadecanesulfonic acid,DTXSID201009912,DTXCID601436345,NOCAS_1009912,1050.21,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.636363636,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+118
,DTXCID8045806,0.636363636,Perfluorononanesulfonic acid,DTXSID8071356,DTXCID8045806,68259-12-1,550.13,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.636363636,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_excl_mod,pfas_chain:perF-linear_cap_C9_plus",1.00E+118
,DTXCID301436346,0.636363636,Perfluorooctadecanesulfonic acid,DTXSID901009913,DTXCID301436346,51604-60-5,1000.2,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.636363636,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+118
,DTXCID001436347,0.636363636,Perfluoropentadecanesulfonic acid,DTXSID601009914,DTXCID001436347,1379460-34-0,850.18,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.636363636,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+118
,DTXCID501333706,0.636363636,Perfluorotetradecanesulfonic acid,DTXSID80904577,DTXCID501333706,1379460-39-5,800.17,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.636363636,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+118
,DTXCID801333705,0.636363636,Perfluorotridecanesulfonic acid,DTXSID20904576,DTXCID801333705,791563-89-8,750.16,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.636363636,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+118
,DTXCID401333703,0.636363636,Perfluoroundecanesulfonic acid,DTXSID40904573,DTXCID401333703,749786-16-1,650.15,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.636363636,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C11_excl_mod,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+118
,DTXCID501567492,0.625,"1-[(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluorooctyl)oxy]-4-methylbenzene",DTXSID101135871,DTXCID501567492,231291-23-9,526.193,CC1=CC=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,0.625,"pfas_bond:C~Z_CF2CF2-Z,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+118
,DTXCID50706803,0.625,4-((Heptadecafluorooctyl)oxy)benzenesulfonamide,DTXSID40756059,DTXCID50706803,89932-76-3,591.24,NS(=O)(=O)C1=CC=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,0.625,"pfas_bond:C~Z_CF2CF2-Z,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+118
,DTXCID10710845,0.625,"4-[(Heptadecafluorooctyl)oxy]benzene-1,3-diamine",DTXSID50760102,DTXCID10710845,96573-73-8,542.196,NC1=CC(N)=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,0.625,"pfas_bond:C~Z_CF2CF2-Z,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+118
,DTXCID801517589,0.625,4-[(Perfluorooctyl)oxy]benzenesulfonic acid sodium,DTXSID701032576,DTXCID801517589,124206-97-9,614.2,[Na+].[O-]S(=O)(=O)C1=CC=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,0.625,"pfas_bond:C~Z_CF2CF2-Z,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+118
,DTXCID801517696,0.625,Ammonium 4-(perfluorooctyloxy)benzenesulfonic acid,DTXSID201032688,DTXCID801517696,138473-77-5,609.25,[NH4+].[O-]S(=O)(=O)C1=CC=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,0.625,"pfas_bond:C~Z_CF2CF2-Z,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+118
,DTXCID30735116,0.625,Bis(heptadecafluorooctyl)diazene,DTXSID00784373,DTXCID30735116,3829-39-8,866.136,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)N=NC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.625,"pfas_bond:C~Z_CF2CF2-Z,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+118
,DTXCID701518960,0.625,"Calcium [(perfluorooctyl)oxy]-1,3-benzenedicarboxylate",DTXSID601034329,DTXCID701518960,97746-87-7,638.246,[Ca++].[O-]C(=O)C1=CC=CC(C([O-])=O)=C1OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.625,"pfas_bond:C~Z_CF2CF2-Z,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+118
,DTXCID501507084,0.625,"Glycine, N-(ethylsulfonyl)-N-(heptadecafluorooctyl)-, potassium salt",DTXSID101022191,DTXCID501507084,95640-78-1,623.32,[K+].CCS(=O)(=O)N(CC([O-])=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.625,"pfas_bond:C~Z_CF2CF2-Z,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+118
,DTXCID101495617,0.625,Heptadecafluoro-1-octanesulfinate,DTXSID201348627,DTXCID101495617,48076-82-0,483.12,[O-]S(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.625,"pfas_bond:C~Z_CF2CF2-Z,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+118
,DTXCID001518769,0.625,"N-(Carboxylatomethyl)-3-[[[4-[(perfluorooctyl)oxy]phenyl]sulfonyl]amino]-N,N-dimethyl-1-propanaminium",DTXSID201034060,DTXCID001518769,89932-75-2,734.42,C[N+](C)(CCCNS(=O)(=O)C1=CC=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1)CC([O-])=O,0.625,"pfas_bond:C~Z_CF2CF2-Z,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+118
,DTXCID901518097,0.625,Perfluoro-1-octanesulfinic acid,DTXSID601033064,DTXCID901518097,187480-42-8,490.06,[Li+].[O-]S(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.625,"pfas_bond:C~Z_CF2CF2-Z,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+118
,DTXCID101518081,0.625,Perfluoro-1-octanesulfinic acid ammonium,DTXSID201033048,DTXCID101518081,183475-14-1,501.16,[NH4+].[O-]S(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.625,"pfas_bond:C~Z_CF2CF2-Z,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+118
,DTXCID501518764,0.625,Potassium 4-[(perfluorooctyl)oxy]benzoate,DTXSID001034052,DTXCID501518764,89932-68-3,594.265,[K+].[O-]C(=O)C1=CC=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,0.625,"pfas_bond:C~Z_CF2CF2-Z,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+118
,DTXCID901021880,0.625,Sodium 2-[(perfluorooctyl)oxy]benzene-1-sulfonate,DTXSID80880443,DTXCID901021880,41674-07-1,614.2,[Na+].[O-]S(=O)(=O)C1=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=CC=C1,0.625,"pfas_bond:C~Z_CF2CF2-Z,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+118
,DTXCID7046126,0.625,Sodium perfluorooctanesulfinate,DTXSID7071656,DTXCID7046126,68555-67-9,506.11,[Na+].[O-]S(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.625,"pfas_bond:C~Z_CF2CF2-Z,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+118
,DTXCID9012646,0.6,N-Ethylperfluorooctane sulfonamide,DTXSID1032646,DTXCID9012646,4151-50-2,527.2,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+118
,DTXCID4047339,0.6,((3-(Dimethylamino)propyl)((heptadecafluorooctyl)sulfonyl)amino)-1-Propanesulfonic acid,DTXSID2072594,DTXCID4047339,72785-08-1,706.43,CN(C)CCCN(CCCS(O)(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+118
,DTXCID80157420,0.6,(3-(((Heptadecafluorooctyl)sulphonyl)amino)propyl)trimethylammonium hydroxide,DTXSID00234929,DTXCID80157420,85665-67-4,616.33,[OH-].C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+118
,DTXCID1047021,0.6,(3-(Ethyl((heptadecafluorooctyl)sulfonyl)amino)propyl)-Phosphonic acid,DTXSID5072353,DTXCID1047021,71463-78-0,649.26,CCN(CCCP(O)(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+118
